Country Name,Country Code,Region,IncomeGroup,Year,Tourists
Colombia,COL,Latin America & Caribbean,Upper middle income,2008,2545000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2008,14800.00019
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2008,285000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2008,2409000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2008,2348000.0
Curacao,CUW,Latin America & Caribbean,High income,2008,773000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2008,1856000.0
Cyprus,CYP,Europe & Central Asia,High income,2008,2631000.0
Czechia,CZE,Europe & Central Asia,High income,2008,21850000.0
Germany,DEU,Europe & Central Asia,High income,2008,24884000.0
Djibouti,DJI,Middle East & North Africa,Lower middle income,2008,54000.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,468000.0
Denmark,DNK,Europe & Central Asia,High income,2008,26870000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,4455000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2008,1772000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,1005000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2008,12835000.0
Eritrea,ERI,Sub-Saharan Africa,Low income,2008,70000.0
Spain,ESP,Europe & Central Asia,High income,2008,97670000.0
Estonia,EST,Europe & Central Asia,High income,2008,3828000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,383000.0
Finland,FIN,Europe & Central Asia,High income,2008,3583000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2008,627000.0
France,FRA,Europe & Central Asia,High income,2008,193571000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2008,25700.00076
United Kingdom,GBR,Europe & Central Asia,High income,2008,31888000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2008,1290000.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2008,698000.0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2008,24000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2008,147000.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2008,18000.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,428000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2008,1715000.0
Guam,GUM,East Asia & Pacific,High income,2008,1142000.0
Guyana,GUY,Latin America & Caribbean,High income,2008,130000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2008,29507000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2008,1561000.0
Croatia,HRV,Europe & Central Asia,High income,2008,51336000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2008,758000.0
Hungary,HUN,Europe & Central Asia,High income,2008,39554000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2008,6234000.0
India,IND,South Asia,Lower middle income,2008,5283000.0
Ireland,IRL,Europe & Central Asia,High income,2008,8026000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2008,2034000.0
Iraq,IRQ,Middle East & North Africa,Upper middle income,2008,864000.0
Iceland,ISL,Europe & Central Asia,High income,2008,561000.0
Israel,ISR,Middle East & North Africa,High income,2008,3034000.0
Italy,ITA,Europe & Central Asia,High income,2008,70719000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2008,2859000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2008,7100000.0
Japan,JPN,East Asia & Pacific,High income,2008,8351000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2008,4117000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2008,1203000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2008,2379000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2008,2125000.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2008,533000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2008,6891000.0
Kuwait,KWT,Middle East & North Africa,High income,2008,4736000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2008,1737000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2008,1333000.0
Libya,LBY,Middle East & North Africa,Upper middle income,2008,760000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2008,925000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2008,72900.00153
Sri Lanka,LKA,South Asia,Lower middle income,2008,526000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2008,293000.0
Lithuania,LTU,Europe & Central Asia,High income,2008,4459000.0
Luxembourg,LUX,Europe & Central Asia,High income,2008,877000.0
Latvia,LVA,Europe & Central Asia,High income,2008,5496000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2008,22933000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2008,8209000.0
Monaco,MCO,Europe & Central Asia,High income,2008,324000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2008,73000.0
Maldives,MDV,South Asia,Upper middle income,2008,683000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2008,92948000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2008,6000.0
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2008,255000.0
Mali,MLI,Sub-Saharan Africa,Low income,2008,190000.0
Malta,MLT,Middle East & North Africa,High income,2008,1832000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2008,731000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2008,1031000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2008,469000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2008,397000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2008,1439000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2008,970000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2008,742000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,22052000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2008,1079000.0
New Caledonia,NCL,East Asia & Pacific,High income,2008,104000.0
Niger,NER,Sub-Saharan Africa,Low income,2008,73000.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2008,5820000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2008,1011000.0
Netherlands,NLD,Europe & Central Asia,High income,2008,10104000.0
Norway,NOR,Europe & Central Asia,High income,2008,4347000.0
Nepal,NPL,South Asia,Lower middle income,2008,500000.0
New Zealand,NZL,East Asia & Pacific,High income,2008,2483000.0
Oman,OMN,Middle East & North Africa,High income,2008,1540000.0
Pakistan,PAK,South Asia,Lower middle income,2008,823000.0
Panama,PAN,Latin America & Caribbean,High income,2008,1575000.0
Peru,PER,Latin America & Caribbean,Upper middle income,2008,2581000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2008,3139000.0
Palau,PLW,East Asia & Pacific,High income,2008,81000.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2008,120000.0
Poland,POL,Europe & Central Asia,High income,2008,59935000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2008,5213000.0
Portugal,PRT,Europe & Central Asia,High income,2008,6962000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2008,3118000.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2008,387000.0
French Polynesia,PYF,East Asia & Pacific,High income,2008,227000.0
Romania,ROU,Europe & Central Asia,High income,2008,8862000.0
Russian Federation,RUS,Europe & Central Asia,High income,2008,23676000.0
Rwanda,RWA,Sub-Saharan Africa,Low income,2008,669000.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2008,17717000.0
Sudan,SDN,Sub-Saharan Africa,Low income,2008,440000.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2008,877000.0
Singapore,SGP,East Asia & Pacific,High income,2008,10116000.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2008,16299.99924
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2008,1875000.0
San Marino,SMR,Europe & Central Asia,High income,2008,2112000.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2008,646000.0
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2008,14500.0
Suriname,SUR,Latin America & Caribbean,Upper middle income,2008,151000.0
Slovenia,SVN,Europe & Central Asia,High income,2008,1958000.0
Sweden,SWE,Europe & Central Asia,High income,2008,4555000.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2008,1186000.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2008,1821000.0
Seychelles,SYC,Sub-Saharan Africa,High income,2008,173000.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2008,6951000.0
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2008,757000.0
Chad,TCD,Sub-Saharan Africa,Low income,2008,61000.0
Togo,TGO,Sub-Saharan Africa,Low income,2008,74000.0
Thailand,THA,East Asia & Pacific,Upper middle income,2008,14584000.0
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2008,325000.0
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2008,36000.0
Tonga,TON,East Asia & Pacific,Upper middle income,2008,65000.0
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2008,482000.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,2008,7050000.0
Turkiye,TUR,Europe & Central Asia,Upper middle income,2008,31138000.0
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2008,1700.000048
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2008,770000.0
Uganda,UGA,Sub-Saharan Africa,Low income,2008,844000.0
Ukraine,UKR,Europe & Central Asia,Upper middle income,2008,28827000.0
Uruguay,URY,Latin America & Caribbean,High income,2008,2255000.0
United States,USA,North America,High income,2008,175703000.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2008,1069000.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2008,250000.0
"Venezuela, RB",VEN,Latin America & Caribbean,,2008,702000.0
British Virgin Islands,VGB,Latin America & Caribbean,High income,2008,346000.0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2008,2435000.0
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2008,4236000.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2008,196600.0061
Samoa,WSM,East Asia & Pacific,Lower middle income,2008,122000.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,9729000.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2008,812000.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2008,1956000.0
Aruba,ABW,Latin America & Caribbean,High income,2009,1420000.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2009,366000.0
Albania,ALB,Europe & Central Asia,Upper middle income,2009,1856000.0
Andorra,AND,Europe & Central Asia,High income,2009,9112000.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2009,4308000.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2009,575000.0
American Samoa,ASM,East Asia & Pacific,High income,2009,23500.0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2009,944000.0
Australia,AUS,East Asia & Pacific,High income,2009,5490000.0
Austria,AUT,Europe & Central Asia,High income,2009,21355000.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2009,1830000.0
Burundi,BDI,Sub-Saharan Africa,Low income,2009,212000.0
Belgium,BEL,Europe & Central Asia,High income,2009,6815000.0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2009,269000.0
Bangladesh,BGD,South Asia,Lower middle income,2009,267000.0
Bulgaria,BGR,Europe & Central Asia,High income,2009,7873000.0
Bahrain,BHR,Middle East & North Africa,High income,2009,8861000.0
"Bahamas, The",BHS,Latin America & Caribbean,High income,2009,4645000.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2009,311000.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2009,4872000.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2009,941000.0
Bermuda,BMU,North America,High income,2009,554000.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2009,599000.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2009,4802000.0
Barbados,BRB,Latin America & Caribbean,High income,2009,1154000.0
Bhutan,BTN,South Asia,Lower middle income,2009,23000.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,2009,52400.00153
Canada,CAN,North America,High income,2009,24696000.0
Switzerland,CHE,Europe & Central Asia,High income,2009,8294000.0
Chile,CHL,Latin America & Caribbean,High income,2009,3657000.0
China,CHN,East Asia & Pacific,Upper middle income,2009,126476000.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2009,231000.0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2009,498000.0
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2009,53000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2009,2649000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2009,11300.00019
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2009,287000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2009,2309000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2009,2430000.0
Curacao,CUW,Latin America & Caribbean,High income,2009,808000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2009,1792000.0
Cyprus,CYP,Europe & Central Asia,High income,2009,2370000.0
Czechia,CZE,Europe & Central Asia,High income,2009,23285000.0
Germany,DEU,Europe & Central Asia,High income,2009,24220000.0
Djibouti,DJI,Middle East & North Africa,Lower middle income,2009,58000.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2009,608000.0
Denmark,DNK,Europe & Central Asia,High income,2009,26571000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2009,4489000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2009,1912000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2009,968000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2009,12536000.0
Eritrea,ERI,Sub-Saharan Africa,Low income,2009,79000.0
Spain,ESP,Europe & Central Asia,High income,2009,91899000.0
Estonia,EST,Europe & Central Asia,High income,2009,3834000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2009,427000.0
Finland,FIN,Europe & Central Asia,High income,2009,3423000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2009,605000.0
France,FRA,Europe & Central Asia,High income,2009,192369000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2009,47500.0
United Kingdom,GBR,Europe & Central Asia,High income,2009,31072000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2009,1500000.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2009,803000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2009,142000.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2009,16000.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2009,460000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2009,1311000.0
Guam,GUM,East Asia & Pacific,High income,2009,1053000.0
Guyana,GUY,Latin America & Caribbean,High income,2009,141000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2009,29591000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2009,1589000.0
Croatia,HRV,Europe & Central Asia,High income,2009,47573000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2009,826000.0
Hungary,HUN,Europe & Central Asia,High income,2009,40624000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2009,6324000.0
India,IND,South Asia,Lower middle income,2009,5168000.0
Ireland,IRL,Europe & Central Asia,High income,2009,7189000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2009,2116000.0
Iraq,IRQ,Middle East & North Africa,Upper middle income,2009,1262000.0
Iceland,ISL,Europe & Central Asia,High income,2009,563000.0
Israel,ISR,Middle East & North Africa,High income,2009,2740000.0
Italy,ITA,Europe & Central Asia,High income,2009,71692000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2009,2753000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2009,7085000.0
Japan,JPN,East Asia & Pacific,High income,2009,6790000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2009,3774000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2009,1490000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2009,2451000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2009,2162000.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2009,548000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2009,7818000.0
Kuwait,KWT,Middle East & North Africa,High income,2009,5088000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2009,2008000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2009,1844000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2009,982000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2009,66500.0
Sri Lanka,LKA,South Asia,Lower middle income,2009,538000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2009,344000.0
Lithuania,LTU,Europe & Central Asia,High income,2009,4001000.0
Luxembourg,LUX,Europe & Central Asia,High income,2009,847000.0
Latvia,LVA,Europe & Central Asia,High income,2009,4727000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2009,21753000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2009,8661000.0
Monaco,MCO,Europe & Central Asia,High income,2009,265000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2009,60000.0
Maldives,MDV,South Asia,Upper middle income,2009,656000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2009,88044000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2009,5400.000095
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2009,259000.0
Mali,MLI,Sub-Saharan Africa,Low income,2009,160000.0
Malta,MLT,Middle East & North Africa,High income,2009,1608000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2009,763000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2009,1044000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2009,465000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2009,354000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2009,1711000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2009,890000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2009,755000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2009,23646000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2009,1100000.0
New Caledonia,NCL,East Asia & Pacific,High income,2009,99000.0
Niger,NER,Sub-Saharan Africa,Low income,2009,66000.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2009,6053000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2009,1010000.0
Netherlands,NLD,Europe & Central Asia,High income,2009,9921000.0
Norway,NOR,Europe & Central Asia,High income,2009,4346000.0
Nepal,NPL,South Asia,Lower middle income,2009,510000.0
New Zealand,NZL,East Asia & Pacific,High income,2009,2473000.0
Oman,OMN,Middle East & North Africa,High income,2009,1584000.0
Pakistan,PAK,South Asia,Lower middle income,2009,855000.0
Panama,PAN,Latin America & Caribbean,High income,2009,1562000.0
Peru,PER,Latin America & Caribbean,Upper middle income,2009,2681000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2009,3017000.0
Palau,PLW,East Asia & Pacific,High income,2009,71000.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2009,126000.0
Poland,POL,Europe & Central Asia,High income,2009,53840000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2009,4415000.0
Portugal,PRT,Europe & Central Asia,High income,2009,6439000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2009,3183000.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2009,396000.0
French Polynesia,PYF,East Asia & Pacific,High income,2009,190000.0
Qatar,QAT,Middle East & North Africa,High income,2009,1482000.0
Romania,ROU,Europe & Central Asia,High income,2009,7575000.0
Russian Federation,RUS,Europe & Central Asia,High income,2009,21339000.0
Rwanda,RWA,Sub-Saharan Africa,Low income,2009,664000.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2009,13319000.0
Sudan,SDN,Sub-Saharan Africa,Low income,2009,420000.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2009,815000.0
Singapore,SGP,East Asia & Pacific,High income,2009,9683000.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2009,18299.99924
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2009,1482000.0
San Marino,SMR,Europe & Central Asia,High income,2009,2056000.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2009,645000.0
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2009,15199.99981
Suriname,SUR,Latin America & Caribbean,Upper middle income,2009,151000.0
Slovenia,SVN,Europe & Central Asia,High income,2009,1824000.0
Sweden,SWE,Europe & Central Asia,High income,2009,4899000.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2009,1344000.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2009,1655000.0
Seychelles,SYC,Sub-Saharan Africa,High income,2009,178000.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2009,7721000.0
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2009,865000.0
Chad,TCD,Sub-Saharan Africa,Low income,2009,70000.0
Togo,TGO,Sub-Saharan Africa,Low income,2009,150000.0
Thailand,THA,East Asia & Pacific,Upper middle income,2009,14150000.0
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2009,207000.0
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2009,44000.0
Tonga,TON,East Asia & Pacific,Upper middle income,2009,74699.99695
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2009,534000.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,2009,7797000.0
Turkiye,TUR,Europe & Central Asia,Upper middle income,2009,31760000.0
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2009,1600.000024
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2009,714000.0
Uganda,UGA,Sub-Saharan Africa,Low income,2009,807000.0
Ukraine,UKR,Europe & Central Asia,Upper middle income,2009,24033000.0
Uruguay,URY,Latin America & Caribbean,High income,2009,2303000.0
United States,USA,North America,High income,2009,160508000.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2009,1215000.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2009,271000.0
"Venezuela, RB",VEN,Latin America & Caribbean,,2009,567000.0
British Virgin Islands,VGB,Latin America & Caribbean,High income,2009,309000.0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2009,2245000.0
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2009,3747000.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2009,225500.0
Samoa,WSM,East Asia & Pacific,Lower middle income,2009,129000.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,9532000.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2009,710000.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2009,2017000.0
Aruba,ABW,Latin America & Caribbean,High income,2010,1394000.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2010,425000.0
Albania,ALB,Europe & Central Asia,Upper middle income,2010,2417000.0
Andorra,AND,Europe & Central Asia,High income,2010,8551000.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2010,6800000.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2010,684000.0
American Samoa,ASM,East Asia & Pacific,High income,2010,23100.00038
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2010,788000.0
Australia,AUS,East Asia & Pacific,High income,2010,5790000.0
Austria,AUT,Europe & Central Asia,High income,2010,22004000.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2010,1963000.0
Burundi,BDI,Sub-Saharan Africa,Low income,2010,142000.0
Belgium,BEL,Europe & Central Asia,High income,2010,7186000.0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2010,274000.0
Bangladesh,BGD,South Asia,Lower middle income,2010,139000.0
Bulgaria,BGR,Europe & Central Asia,High income,2010,8374000.0
Bahrain,BHR,Middle East & North Africa,High income,2010,11952000.0
"Bahamas, The",BHS,Latin America & Caribbean,High income,2010,5255000.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2010,365000.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2010,5674000.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2010,1054000.0
Bermuda,BMU,North America,High income,2010,580000.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2010,679000.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2010,5161000.0
Barbados,BRB,Latin America & Caribbean,High income,2010,1197000.0
Bhutan,BTN,South Asia,Lower middle income,2010,41000.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,2010,53799.99924
Canada,CAN,North America,High income,2010,25621000.0
Switzerland,CHE,Europe & Central Asia,High income,2010,8628000.0
Chile,CHL,Latin America & Caribbean,High income,2010,3584000.0
China,CHN,East Asia & Pacific,Upper middle income,2010,133762000.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2010,252000.0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2010,573000.0
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2010,81000.0
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2010,199000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2010,1701000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2010,15300.00019
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2010,336000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2010,2495000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2010,2532000.0
Curacao,CUW,Latin America & Caribbean,High income,2010,762000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2010,1886000.0
Cyprus,CYP,Europe & Central Asia,High income,2010,2450000.0
Czechia,CZE,Europe & Central Asia,High income,2010,21941000.0
Germany,DEU,Europe & Central Asia,High income,2010,26875000.0
Djibouti,DJI,Middle East & North Africa,Lower middle income,2010,51000.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2010,595000.0
Denmark,DNK,Europe & Central Asia,High income,2010,26730000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2010,4478000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2010,2070000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2010,1047000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2010,14731000.0
Eritrea,ERI,Sub-Saharan Africa,Low income,2010,84000.0
Spain,ESP,Europe & Central Asia,High income,2010,93744000.0
Estonia,EST,Europe & Central Asia,High income,2010,4369000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2010,468000.0
Finland,FIN,Europe & Central Asia,High income,2010,3670000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2010,692000.0
France,FRA,Europe & Central Asia,High income,2010,189826000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2010,44700.00076
United Kingdom,GBR,Europe & Central Asia,High income,2010,30398000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2010,2032000.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2010,931000.0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2010,12399.99962
